✔,ID,Jeu,👤,🇬🇧 Name,Name (Romaji),elem ico,Élément,Nom (Kanji),🇬🇧 Nickname,🇫🇷 Nickname,Sexe,Role,Position,"2nde
pos",Pref,Style,Lvl,Rareté,Kick,Ctrl,Tech,Intl,Pres,Phys,Agil,Shoot,AT Focus,DF Focus,AT Duel,DF Duel,Wall,Keeper,Total,N Kick,N Ctrl,N Tech,N Intl,N Pres,N Phys,N Agil,N Shoot,N AT Focus,N DF Focus,N AT Duel,N DF Duel,N Wall,N Keeper,N Total,🇬🇧 Skill lvl 1,🇬🇧 Skill lvl 13,🇬🇧 Skill lvl 20,🇬🇧 Skill lvl 30,🇬🇧 Skill lvl 38,🇬🇧 Skill lvl 43,🇫🇷 Skill lvl 1,🇫🇷 Skill lvl 13,🇫🇷 Skill lvl 20,🇫🇷 Skill lvl 30,🇫🇷 Skill lvl 38,🇫🇷 Skill lvl 43,École/Club/Équipe,Description,Recrutement,tampon,url
FALSE,439,IE,,Jim Sweatman,Michiharu Nishijima,,Vent,西嶋 路美,Sweatman,Sweatman,♂,,GK,DF,,Justice,50,Légendaire,110,120,113,120,127,133,137,230,288,301,253,247,260,1201,860,79,86,81,86,91,95,98,165,206,216,181,177,186,859,616,Strong Punch,Coil Turn,Electric Trap,,,,Poing puissant,Spirale de défense,Piège électrique,,,,Unaffiliated,An aerobics aficionado who often prances about in '80s leotards.,Player Universe: Whistlaria,,https://dxi4wb638ujep.cloudfront.net/1/k/m/k/mkphf-xztlu.png
FALSE,440,IE,,Cole Coaker,Gen Ryubi,,Forêt,劉備 玄,Coaker,Coaker,♂,,GK,DF,,Counter,50,Légendaire,110,120,113,120,127,133,137,230,288,301,253,247,260,1201,860,79,86,81,86,91,95,98,165,206,216,181,177,186,859,616,Power Catch,Fake Ball,Dual Smash,,,,Arrêt en puissance,Balle factice,Double pression,,,,Unaffiliated,"Usually confident and bubbly, but falls apart when under pressure.",Player Universe: Supportus,,https://dxi4wb638ujep.cloudfront.net/1/k/s/g/sgwf0zu7008.png
FALSE,441,IE,,Stu Born,Hatsushi Fukushima,,Feu,福島 初志,Born,Born,♂,,GK,DF,,Rough,50,Légendaire,110,120,113,120,123,133,141,230,288,303,253,243,256,1209,860,79,86,81,86,88,95,101,165,206,217,181,174,183,865,616,Feint Play,Power Shield,Rolling Slide,,,,Feinte,Bouclier d'énergie,Tacle acrobate,,,,Unaffiliated,No one can make him change his mind once he's convinced that he's right.,Player Universe: Instructus Notara,,https://dxi4wb638ujep.cloudfront.net/1/k/j/i/jin-zmybzhu.png
FALSE,442,IE,,Romeo Montague,Hisateru Rama,,Feu,羅馬 久輝,Montague,Montague,♂,,GK,MF,,Tension,50,Légendaire,110,120,113,120,127,133,137,230,288,301,253,247,260,1201,860,79,86,81,86,91,95,98,165,206,216,181,177,186,859,616,Power Catch,Double Touch,Nitro Slap,,,,Arrêt en puissance,Une-deux solitaire,Paumes explosives,,,,Unaffiliated,"Has an eye for the ladies, even if they don't for him.",Player Universe: Handora,,https://dxi4wb638ujep.cloudfront.net/1/k/j/m/jmymfmsznsc.png
FALSE,443,IE,,Drew Straitedge,Nao Haitani,,Montagne,灰谷 直,Strait,Strait,♂,,GK,DF,,Justice,50,Légendaire,110,120,113,120,127,133,137,230,288,301,253,247,260,1201,860,79,86,81,86,91,95,98,165,206,216,181,177,186,859,616,Mighty Save,Sumo Stomp,Sliding Goal,,,,Arrêt valeureux,Sumo-secousse,Cible mouvante,,,,Unaffiliated,Can draw a perfectly straight line without the aid of a ruler.,Player Universe: Judgion,,https://dxi4wb638ujep.cloudfront.net/1/k/4/k/4kdtozkjkf0.png
FALSE,444,IE,,Dash Dotter,Yoshimasa Fukawa,,Vent,符川 芳正,Dotter,Dotter,♂,,MF,FW,,Rough,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Crosscut Feint,Cross Drive,Aikido,,,,Feinte au travers,Shoot en croix,Danse charmante,,,,Unaffiliated,A wireless hobbyist. Morse code is a second language to him.,Player Universe: Whistlaria,,https://dxi4wb638ujep.cloudfront.net/1/k/y/l/ylgy7u_b__e.png
FALSE,445,IE,,Gill O'Mend,Hikaru Tochigi,,Feu,栃木 光,O'Mend,O'Mend,♂,,MF,DF,,Breach,50,Légendaire,126,145,147,130,107,105,105,271,355,329,235,237,212,949,865,90,104,105,93,77,75,75,194,254,235,168,170,152,679,619,Shoulder Tackle,Meteor Shower,Volcano Cut,,,,Tacle à l'épaule,Pluie de météores,Volcan circulaire,,,,Unaffiliated,"Very superstitious, but plagued by bad luck no matter what he does.",Player Universe: Supportus,,https://dxi4wb638ujep.cloudfront.net/1/k/p/j/pjr5wrz7sms.png
FALSE,446,IE,,Pay Chance,Ekito Chohi,,Feu,張飛 益斗,Chance,Chance,♂,,GK,DF,,Justice,50,Légendaire,110,120,113,120,127,133,137,230,288,301,253,247,260,1201,860,79,86,81,86,91,95,98,165,206,216,181,177,186,859,616,Power Catch,Super Sumo Stomp,Blazing Knuckle,,,,Arrêt en puissance,Sumo-écrasement,Poing explosif,,,,Unaffiliated,His short temper ends up distancing him from other people.,Player Universe: Dinosauria,,https://dxi4wb638ujep.cloudfront.net/1/k/r/c/rcwl4ilxxks.png
FALSE,447,IE,,Bill Aegis,Morito Yoroi,,Montagne,鎧 護人,Aegis,Aegis,♂,,DF,MF,,Bond,50,Légendaire,106,110,107,154,133,138,113,216,270,317,292,287,271,1132,861,76,79,77,110,95,99,81,155,194,227,209,205,194,811,617,Deceptive Step,Earthquake,Three-Legged Rush,,,,Enjambée trompeuse,Séisme,Trépied turbo,,,,Unaffiliated,"His skin is so tough, it breaks the needle when he gets an injection.",Player Universe: Dinosauria,,https://dxi4wb638ujep.cloudfront.net/1/k/a/q/aqnev3tt65e.png
FALSE,448,IE,,Tosh Coach,Yushi Kochi,,Montagne,高知 勇士,Coach,Coach,♂,,DF,MF,,Counter,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Curving Cut,Dash Accelerator,No Escape,,,,Coupe courbée,Accélération,Sans issue,,,,Unaffiliated,"Holds forth with strong opinions, but is really a big softy at heart.",Player Universe: Tiraton,,https://dxi4wb638ujep.cloudfront.net/1/k/6/f/6fexgqylpz0.png
FALSE,449,IE,,Carl Gnu,Osahito Kanu,,Forêt,関羽 長人,Gnu,Gnu,♂,,FW,DF,,Counter,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Shoulder Tackle,Dragon Crash,Spider Web,,,,Tacle à l'épaule,Choc du dragon,Toile d'araignée,,,,Unaffiliated,"Faithful and trustworthy, his many friends all worship him.",Player Universe: Ramenara,,https://dxi4wb638ujep.cloudfront.net/1/k/l/t/lt1qrv-fiqc.png
FALSE,450,IE,,Paul Sapp,Sumita Sapporo,,Montagne,札幌 澄太,Sapp,Sapp,♂,,MF,DF,,Rough,50,Légendaire,126,145,147,130,107,105,105,271,355,329,235,237,212,949,865,90,104,105,93,77,75,75,194,254,235,168,170,152,679,619,Curving Cut,Super Armadillo,Iron Wall,,,,Coupe courbée,Tatou géant,Mur de fer,,,,Unaffiliated,Grew up in the north and sticks to opponents like a frozen lamppost.,Player Universe: Draconis,,https://dxi4wb638ujep.cloudfront.net/1/k/_/h/_hkiay99fv0.png
FALSE,451,IE,,Macky Valley,Kuguru Kanshin,,Vent,韓信 潜,Valley,Valley,♂,,FW,MF,,Justice,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Nutmeg,Cross Drive,Heaven's Time,,,,Petit pont,Shoot en croix,Instant céleste,,,,Unaffiliated,"Dodges any kind of conflict, even if it makes people think he's a coward.",Player Universe: Ramenara,,https://dxi4wb638ujep.cloudfront.net/1/k/o/v/ov7p3nbhomc.png
FALSE,452,IE,,Troy Trucker,Mitsuru Iguchi,,Vent,井口 満,Trucker,Trucker,♂,,FW,DF,,Breach,50,Légendaire,145,141,127,126,113,109,105,286,340,305,235,239,222,973,866,104,101,91,90,81,78,75,205,244,218,168,171,159,696,620,Power Shot,Blade Attack,Space Penguin,,,,Tir puissant,Lame sismique,Manchot spatial,,,,Unaffiliated,"Wants a pimped-out truck, but has to make do with pimping out his bicycle until he is older.",Player Universe: Caravanus,,https://dxi4wb638ujep.cloudfront.net/1/k/g/h/ghgktmsojk8.png
FALSE,453,IE,,Haden Seek,Kaesu Morishita,,Feu,森下 返,Seek,Seek,♂,,FW,MF,,Justice,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Dust Kick,Grenade Shot,Dog Run,,,,Frappe poussiéreuse,Tir grenade,Ballon furtif,,,,Unaffiliated,"Likes playground games, but nobody his own age wants to play.",Player Universe: Tiraton,,https://dxi4wb638ujep.cloudfront.net/1/k/r/v/rvrfaz00k5u.png
FALSE,454,IE,,Kevin Doors,Takuji Fukurosaki,,Vent,袋崎 拓路,Doors,Doors,♂,,GK,DF,,Bond,50,Légendaire,110,120,113,120,127,133,137,230,288,301,253,247,260,1201,860,79,86,81,86,91,95,98,165,206,216,181,177,186,859,616,Mighty Save,Blade Attack,Electric Trap,,,,Arrêt valeureux,Lame sismique,Piège électrique,,,,Unaffiliated,This shy boy rarely ventures out where people can see him.,Player Universe: Friendarion,,https://dxi4wb638ujep.cloudfront.net/1/k/x/a/xaywteb8rzk.png
FALSE,455,IE,,Skip Rooter,Dai Kurahashi,,Feu,倉橋 大,Rooter,Rooter,♂,,MF,DF,,Breach,50,Légendaire,126,145,147,130,107,105,105,271,355,329,235,237,212,949,865,90,104,105,93,77,75,75,194,254,235,168,170,152,679,619,Rolling Steal,Lightning Bolt,Volcano Cut,,,,Vol enroulé,Sprint éclair,Volcan circulaire,,,,Unaffiliated,Likes collecting interesting bits of junk from rubbish bins.,Player Universe: Ferrum Turris,,https://dxi4wb638ujep.cloudfront.net/1/k/a/o/aodr-7ng8qm.png
FALSE,456,IE,,Rip Airman,Shu Imamura,,Montagne,今村 修生,Airman,Airman,♂,,DF,MF,,Bond,50,Légendaire,106,110,107,154,133,138,113,216,270,317,292,287,271,1132,861,76,79,77,110,95,99,81,155,194,227,209,205,194,811,617,Dust Kick,The Wall,Three-Legged Rush,,,,Frappe poussiéreuse,Le Mur,Trépied turbo,,,,Unaffiliated,Great at fixing bicycles. He can fix anything with two wheels.,Player Universe: Caravanus,,https://dxi4wb638ujep.cloudfront.net/1/k/c/j/cjenqi1q5sm.png
FALSE,457,IE,,Stu Shiner,Migaku Kawashima,,Vent,革嶋 磨,Shiner,Shiner,♂,,GK,DF,,Counter,50,Légendaire,110,120,113,120,127,133,137,230,288,301,253,247,260,1201,860,79,86,81,86,91,95,98,165,206,216,181,177,186,859,616,Power Catch,Frozen Steal,Barrier Reef,,,,Arrêt en puissance,Tacle glacial,Grande barrière de corail,,,,Unaffiliated,He loves clean shoes so much that he polishes them for free.,Player Universe: Ramenara,,https://dxi4wb638ujep.cloudfront.net/1/k/z/h/zh1s9dtqufk.png
FALSE,458,IE,,Matt Matickal,Daishiro Kawasaki,,Forêt,川崎 大志郎,Matickal,Matickal,♂,,GK,DF,,Tension,50,Légendaire,110,120,113,120,127,133,137,230,288,301,253,247,260,1201,860,79,86,81,86,91,95,98,165,206,216,181,177,186,859,616,Strong Punch,Fake Ball,Majin the Hand,,,,Poing puissant,Balle factice,Main magique,,,,Unaffiliated,Analyses football in an attempt to devise a guaranteed-win strategy.,Player Universe: Academion,,https://dxi4wb638ujep.cloudfront.net/1/k/t/o/towzuamyh_u.png
FALSE,459,IE,,Philip Flagg,Hikaru Noborikawa,,Montagne,登川 光,Flagg,Flagg,♂,,DF,MF,,Breach,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Feint Play,Dash Accelerator,Bamboo Pattern,,,,Feinte,Accélération,Danse du bambou,,,,Unaffiliated,Makes his own team supporter flags to bring to games.,Player Universe: Supportus,,https://dxi4wb638ujep.cloudfront.net/1/k/i/m/imn4d_aimm8.png
FALSE,460,IE,,Alf Groundsman,Michiya Kaikawa,,Montagne,開川 路也,Groundsy,Groundsy,♂,,DF,MF,,Bond,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Cunning Pull,Super Armadillo,Bamboo Pattern,,,,Tirage rusé,Tatou géant,Danse du bambou,,,,Unaffiliated,Always checks whether the pitch is up to scratch before a game.,Player Universe: Ferrum Turris,,https://dxi4wb638ujep.cloudfront.net/1/k/w/m/wmygyydarzu.png
FALSE,461,IE,,Ernie Riddell,Ikkyu Kikumaru,,Forêt,菊丸 一休,Riddell,Riddell,♂,,FW,MF,,Bond,50,Légendaire,145,141,127,126,113,109,105,286,340,305,235,239,222,973,866,104,101,91,90,81,78,75,205,244,218,168,171,159,696,620,Bounce Shot,Deceptor Dribble,Acrobat Bomber,,,,Tir à rebond,Dribble spectral,Artilleur acrobatique,,,,Unaffiliated,"He may be clever, but nobody likes his confusing riddles.",Player Universe: Academion,,https://dxi4wb638ujep.cloudfront.net/1/k/n/k/nkpbfnl6ga8.png
FALSE,462,IE,,Len Stint,Osei Yagata,,Vent,矢形 王星,Stint,Stint,♂,,GK,DF,,Justice,50,Légendaire,110,120,113,120,127,133,137,230,288,301,253,247,260,1201,860,79,86,81,86,91,95,98,165,206,216,181,177,186,859,616,Power Catch,Frozen Steal,Electric Trap,,,,Arrêt en puissance,Tacle glacial,Piège électrique,,,,Unaffiliated,Protects his eyes with sunglasses even when he's playing football.,Player Universe: Oculi,,https://dxi4wb638ujep.cloudfront.net/1/k/p/h/phckjgx5xlc.png
FALSE,463,IE,,Holly Cricket,Tsukihito Suzumushi,,Feu,鈴虫 月彦,Cricket,Cricket,♂,,MF,DF,,Justice,50,Légendaire,126,145,147,130,107,105,105,271,355,329,235,237,212,949,865,90,104,105,93,77,75,75,194,254,235,168,170,152,679,619,Feint Play,Double Touch,Racing Flame,,,,Feinte,Une-deux solitaire,Balayette enflammée,,,,Unaffiliated,Rumored to be traveling abroad after winning a violin recital.,Player Universe: Whistlaria,,https://dxi4wb638ujep.cloudfront.net/1/k/-/j/-jtrk5xdcw0.png
FALSE,464,IE,,Jim Reed,Jin Juro,,Forêt,寿老 仁,Reed,Reed,♂,,DF,MF,,Rough,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Feint Play,Illusory Ball,Harvest,,,,Feinte,Ballon illusoire,Fauchage,,,,Unaffiliated,Gets an intense sugar rush from drinking peach juice.,Player Universe: Odenius,,https://dxi4wb638ujep.cloudfront.net/1/k/v/o/vo__abixefs.png
FALSE,465,IE,,Gwyn Penn,Kiwamu Nanriku,,Vent,南陸 極,Penn,Penn,♂,,GK,DF,,Breach,50,Légendaire,110,120,113,120,127,133,137,230,288,301,253,247,260,1201,860,79,86,81,86,91,95,98,165,206,216,181,177,186,859,616,Mighty Save,Frozen Steal,Whirlwind,,,,Arrêt valeureux,Tacle glacial,Tornades,,,,Unaffiliated,"He's usually scruffy, but always turns up for parties in a tux.",Player Universe: Penguion,,https://dxi4wb638ujep.cloudfront.net/1/k/t/v/tv4j0cwdbds.png
FALSE,466,IE,,Spike Needle,Shinji Igashira,,Vent,井頭 針次,Needle,Needle,♂,,GK,DF,,Rough,50,Légendaire,110,120,113,120,127,133,137,230,288,301,253,247,260,1201,860,79,86,81,86,91,95,98,165,206,216,181,177,186,859,616,Strong Punch,Land of Ice,Whirlwind,,,,Poing puissant,Patinoire,Tornades,,,,Unaffiliated,"His hairstyle is so sharp, it should come with a safety warning.",Player Universe: Ferrum Turris,,https://dxi4wb638ujep.cloudfront.net/1/k/c/h/chjcz9wnswe.png
FALSE,467,IE,,Ifan Tassy,Hayato Ise,,Montagne,伊勢 隼人,Tassy,Tassy,♂,,MF,DF,,Tension,50,Légendaire,126,145,147,130,107,105,105,271,355,329,235,237,212,949,865,90,104,105,93,77,75,75,194,254,235,168,170,152,679,619,Cunning Pull,Bewildered,Iron Wall,,,,Tirage rusé,Confusion,Mur de fer,,,,Unaffiliated,A real daydreamer who likes to imagine himself saving the day.,Player Universe: Ferrum Turris,,https://dxi4wb638ujep.cloudfront.net/1/k/8/o/8oq3kgjvzq0.png
FALSE,468,IE,,Eggbert Heading,Tsukasa Nagato,,Forêt,長門 司,Heading,Heading,♂,,FW,MF,,Tension,50,Légendaire,145,141,127,126,113,109,105,286,340,305,235,239,222,973,866,104,101,91,90,81,78,75,205,244,218,168,171,159,696,620,Will-o'-the-Wisp Shot,Deceptor Dribble,Dark Tornado,,,,Tir en cloche,Dribble spectral,Tornade noire,,,,Unaffiliated,"Great at studying, but has rarely picked up on sports.",Player Universe: Academion,,https://dxi4wb638ujep.cloudfront.net/1/k/n/a/nabwnffv0jc.png
FALSE,469,IE,,Pascal Blaise,Kaito Pazuru,,Forêt,派鶴 解斗,Blaise,Blaise,♂,,DF,MF,,Rough,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Feint Play,Afterimage,Shadow Stitch,,,,Feinte,Holo-dribble,Ombre furtive,,,,Unaffiliated,An avid puzzler who's always solving the latest puzzle games.,Player Universe: Academion,,https://dxi4wb638ujep.cloudfront.net/1/k/5/q/5qkowsg3tc0.png
FALSE,470,IE,,Will Whist,Choji Fudano,,Feu,札野 蝶司,Whist,Whist,♂,,GK,MF,,Breach,50,Légendaire,110,120,113,120,123,133,141,230,288,303,253,243,256,1209,860,79,86,81,86,88,95,101,165,206,217,181,174,183,865,616,Feint Dash,Drill Smasher,Foul Offence 3,,,,Accélération feintée,Perceuse,Passage en force 3,,,,Unaffiliated,"Likes bridge, but never gets to play because no one knows the rules.",Player Universe: Tropheus,,https://dxi4wb638ujep.cloudfront.net/1/k/i/c/icvv7tgn-vc.png
FALSE,471,IE,,Ewan Liner,Senri Nagaosa,,Vent,永長 千里,Liner,Liner,♂,,GK,DF,,Tension,50,Légendaire,110,120,113,120,127,133,137,230,288,301,253,247,260,1201,860,79,86,81,86,91,95,98,165,206,216,181,177,186,859,616,Strong Punch,Blade Attack,Galatyn,,,,Poing puissant,Lame sismique,Galatine,,,,Unaffiliated,"Spends most of his time making up jokes, but they never get a laugh.",Player Universe: Supportus,,https://dxi4wb638ujep.cloudfront.net/1/k/m/q/mqoihspefd8.png
FALSE,472,IE,,Buster Locke,Kohei Maezono,,Feu,前園 航平,Locke,Locke,♂,,DF,MF,,Bond,50,Légendaire,106,110,107,154,133,138,113,216,270,317,292,287,271,1132,861,76,79,77,110,95,99,81,155,194,227,209,205,194,811,617,Nutmeg,Ignited Steal,Heel Drop,,,,Petit pont,Tacle incendiaire,Talon infernal,,,,Unaffiliated,This sticky-fingered gangster can break any lock in three minutes flat.,Player Universe: Tiraton,,https://dxi4wb638ujep.cloudfront.net/1/k/x/c/xc_dmtp-ywu.png
FALSE,473,IE,,Rex Plorer,Ken Kusanagi,,Forêt,草薙 剣,Plorer,Plorer,♂,,FW,DF,,Breach,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Shoulder Tackle,Wrath Shot,Shadow Stitch,,,,Tacle à l'épaule,Tir fatal,Ombre furtive,,,,Unaffiliated,A mythology buff who explores ancient tombs in his free time.,Player Universe: Caravanus,,https://dxi4wb638ujep.cloudfront.net/1/k/3/t/3tc2fo62hqk.png
FALSE,474,IE,,Webber Poster,Hisuto Ueda,,Feu,宇枝 歴人,Poster,Poster,♂,,MF,DF,,Tension,50,Légendaire,126,145,147,130,107,105,105,271,355,329,235,237,212,949,865,90,104,105,93,77,75,75,194,254,235,168,170,152,679,619,Shoulder Tackle,Meteor Shower,Volcano Cut,,,,Tacle à l'épaule,Pluie de météores,Volcan circulaire,,,,Unaffiliated,"His blog about video games gets over 10,000 hits a day.",Player Universe: Inazumis,,https://dxi4wb638ujep.cloudfront.net/1/k/g/f/gftxyxcmqjm.png
FALSE,475,IE,,Sid Parting,Yuta Kaga,,Vent,加賀 裕太,Parting,Parting,♂,,DF,MF,,Tension,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Cunning Pull,Water Veil,Vac Attack,,,,Tirage rusé,Voile d'eau,Aspir-attaque,,,,Unaffiliated,"Loves his hair so much, he tries to keep it styled through every game.",Player Universe: Instructus Notara,,https://dxi4wb638ujep.cloudfront.net/1/k/e/k/ekqlcoogvlm.png
FALSE,476,IE,,Eaton Rampage,Kimiaki Nozawa,,Montagne,野沢 公顕,Rampage,Rampage,♂,,FW,DF,,Tension,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Feint Play,Gaia Break,Circus Block,,,,Feinte,Frappe de Gaïa,Tacle périlleux,,,,Unaffiliated,The 'see-food diet' joke was made for him. He eats anything in sight.,,,https://dxi4wb638ujep.cloudfront.net/1/k/1/m/1mbqxxoacwk.png
FALSE,477,IE,,Parker Leaper,Yoshio Minamoto,,Vent,源 義雄,Leaper,Leaper,♂,,GK,DF,,Rough,50,Légendaire,110,120,113,120,127,133,137,230,288,301,253,247,260,1201,860,79,86,81,86,91,95,98,165,206,216,181,177,186,859,616,Mighty Save,Blade Attack,Needle Hammer,,,,Arrêt valeureux,Lame sismique,Barrage électrique,,,,Unaffiliated,Extremely agile. Can jump over bridges and run down cliff faces.,Player Universe: Meteorus,,https://dxi4wb638ujep.cloudfront.net/1/k/v/j/vj4fikds32u.png
FALSE,478,IE,,Hank Halberd,Mutsuto Naginata,,Forêt,長刀 睦人,Halberd,Halberd,♂,,GK,MF,,Tension,50,Légendaire,110,120,113,120,127,133,137,230,288,301,253,247,260,1201,860,79,86,81,86,91,95,98,165,206,216,181,177,186,859,616,Strong Punch,Deceptor Dribble,Giant Spider,,,,Poing puissant,Dribble spectral,Mégaraignée,,,,Unaffiliated,His long legs mean that there is no pass he can't reach.,Player Universe: Ferrum Turris,,https://dxi4wb638ujep.cloudfront.net/1/k/k/l/klj-p17oaf8.png
FALSE,479,IE,,Robin Catching,Kyu Nagatsuki,,Feu,長月 九,Catching,Catching,♂,,GK,DF,,Justice,50,Légendaire,110,120,113,120,127,133,137,230,288,301,253,247,260,1201,860,79,86,81,86,91,95,98,165,206,216,181,177,186,859,616,Strong Punch,Photon Crash,Nitro Slap,,,,Poing puissant,Flash photonique,Paumes explosives,,,,Unaffiliated,Not even the stealthiest gnat can escape this hawk-eyed boy's notice.,Player Universe: Diamantis,,https://dxi4wb638ujep.cloudfront.net/1/k/q/h/qh2m-44k96u.png
FALSE,480,IE,,Trey Spotter,Mitsunobu Hyuga,,Vent,日向 光伸,Spotter,Spotter,♂,,MF,DF,,Breach,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Deceptive Step,Blade Attack,Heaven's Time,,,,Enjambée trompeuse,Lame sismique,Instant céleste,,,,Unaffiliated,Loves both trains and football. Likes taking the train to games.,Player Universe: Caravanus,,https://dxi4wb638ujep.cloudfront.net/1/k/h/j/hjhhthewqj8.png
FALSE,481,IE,,Onslow Ball,Oichi Tamai,,Forêt,玉井 央一,Ball,Ball,♂,,DF,MF,,Justice,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Rolling Steal,Afterimage,Shadow Stitch,,,,Vol enroulé,Holo-dribble,Ombre furtive,,,,Unaffiliated,"He runs like a one-legged millipede in treacle, but handles the ball like a pro.",Player Universe: Tiraton,,https://dxi4wb638ujep.cloudfront.net/1/k/v/h/vhim9o0fvcu.png
FALSE,482,IE,,Tex Tingle,Ayahito Daimonji,,Forêt,大文字 文人,Tingle,Tingle,♂,,GK,MF,,Counter,50,Légendaire,110,120,113,120,127,133,137,230,288,301,253,247,260,1201,860,79,86,81,86,91,95,98,165,206,216,181,177,186,859,616,Mighty Save,Afterimage,Dual Smash,,,,Arrêt valeureux,Holo-dribble,Double pression,,,,Unaffiliated,Few know that he's the writer of a wildly popular web novel.,Player Universe: Summitas,,https://dxi4wb638ujep.cloudfront.net/1/k/e/j/ej5tqxs_cv8.png
FALSE,483,IE,,Sam Gale,Kanemichi Reppu,,Feu,烈風 金道,Gale,Gale,♂,,GK,MF,,Breach,50,Légendaire,110,120,113,120,127,133,137,230,288,301,253,247,260,1201,860,79,86,81,86,91,95,98,165,206,216,181,177,186,859,616,Power Catch,Lightning Bolt,Flame Breath,,,,Arrêt en puissance,Sprint éclair,Cracheur de feu,,,,Unaffiliated,"He might look like a thug, but he's a real softy for kittens.",Player Universe: Penguion,,https://dxi4wb638ujep.cloudfront.net/1/k/-/m/-maydsn33pm.png
